gene,feature_type
Tm2d3,Gene Expression
1810008I18Rik,Gene Expression
Pcsk6,Gene Expression
Gm45213,Gene Expression
Snrpa1,Gene Expression
Gm45081,Gene Expression
Selenos,Gene Expression
Gm26827,Gene Expression
Chsy1,Gene Expression
Lrrk1,Gene Expression
Gm44752,Gene Expression
Gm10974,Gene Expression
Aldh1a3,Gene Expression
Gm44753,Gene Expression
Gm33570,Gene Expression
Asb7,Gene Expression
Lins1,Gene Expression
Cers3,Gene Expression
Adamts17,Gene Expression
1700112J16Rik,Gene Expression
Lysmd4,Gene Expression
Mef2a,Gene Expression
Gm33926,Gene Expression
Lrrc28,Gene Expression
Ttc23,Gene Expression
Synm,Gene Expression
4833412C05Rik,Gene Expression
Gm34350,Gene Expression
Gm39027,Gene Expression
Igf1r,Gene Expression
Pgpep1l,Gene Expression
Gm16157,Gene Expression
Fam169b,Gene Expression
Gm16158,Gene Expression
Gm44889,Gene Expression
4933436H12Rik,Gene Expression
Gm34549,Gene Expression
Gm44886,Gene Expression
Gm44692,Gene Expression
Arrdc4,Gene Expression
Gm34664,Gene Expression
Gm44691,Gene Expression
Gm34838,Gene Expression
Gm38584,Gene Expression
4930402F11Rik,Gene Expression
Gm29683,Gene Expression
Gm35325,Gene Expression
Gm29327,Gene Expression
Gm44946,Gene Expression
Gm44948,Gene Expression
Nr2f2,Gene Expression
Gm28258,Gene Expression
Gm44532,Gene Expression
Gm35842,Gene Expression
Gm44813,Gene Expression
Gm44812,Gene Expression
Gm44808,Gene Expression
Gm42397,Gene Expression
Gm36011,Gene Expression
Gm39033,Gene Expression
6030442E23Rik,Gene Expression
Gm29328,Gene Expression
Gm10295,Gene Expression
Gm29295,Gene Expression
Gm44689,Gene Expression
4930441H08Rik,Gene Expression
Gm36633,Gene Expression
1700011C11Rik,Gene Expression
Mctp2,Gene Expression
Gm36696,Gene Expression
Gm28745,Gene Expression
Gm28744,Gene Expression
Gm44725,Gene Expression
Gm6567,Gene Expression
4933435G04Rik,Gene Expression
Gm28746,Gene Expression
Gm20083,Gene Expression
Gm30075,Gene Expression
4930429H19Rik,Gene Expression
A730056A06Rik,Gene Expression
Rgma,Gene Expression
Chd2,Gene Expression
Gm44686,Gene Expression
Gm44734,Gene Expression
Gm44738,Gene Expression
Gm44737,Gene Expression
Gm44736,Gene Expression
Gm44739,Gene Expression
Fam174b,Gene Expression
Gm10619,Gene Expression
Gm21269,Gene Expression
St8sia2,Gene Expression
Gm45004,Gene Expression
Slco3a1,Gene Expression
Gm7580,Gene Expression
Gm30459,Gene Expression
0610006L08Rik,Gene Expression
4930533N22Rik,Gene Expression
Sv2b,Gene Expression
Akap13,Gene Expression
AU020206,Gene Expression
Klhl25,Gene Expression
Agbl1,Gene Expression
Ntrk3,Gene Expression
4921513I08Rik,Gene Expression
Gm9885,Gene Expression
Mrpl46,Gene Expression
Mrps11,Gene Expression
5330411O13Rik,Gene Expression
Det1,Gene Expression
1700011D18Rik,Gene Expression
Gm44730,Gene Expression
Aen,Gene Expression
Isg20,Gene Expression
Gm26633,Gene Expression
Acan,Gene Expression
Hapln3,Gene Expression
Mfge8,Gene Expression
Abhd2,Gene Expression
Rlbp1,Gene Expression
Fanci,Gene Expression
Polg,Gene Expression
Mir9-3hg,Gene Expression
Gm35040,Gene Expression
Gm45168,Gene Expression
Gm45169,Gene Expression
Rhcg,Gene Expression
Ticrr,Gene Expression
Kif7,Gene Expression
9330171B17Rik,Gene Expression
Plin1,Gene Expression
Pex11a,Gene Expression
Gm44706,Gene Expression
Wdr93,Gene Expression
Mesp1,Gene Expression
Mesp2,Gene Expression
Anpep,Gene Expression
Ap3s2,Gene Expression
Gm26646,Gene Expression
Arpin,Gene Expression
Zfp710,Gene Expression
Gm21057,Gene Expression
Gm44949,Gene Expression
Idh2,Gene Expression
Gm45202,Gene Expression
Sema4b,Gene Expression
Cib1,Gene Expression
Gdpgp1,Gene Expression
Ttll13,Gene Expression
Ngrn,Gene Expression
Vps33b,Gene Expression
Rccd1,Gene Expression
Prc1,Gene Expression
6330403N20Rik,Gene Expression
Unc45a,Gene Expression
Hddc3,Gene Expression
Man2a2,Gene Expression
Fes,Gene Expression
Furin,Gene Expression
Gm44851,Gene Expression
Blm,Gene Expression
Crtc3,Gene Expression
Gm15880,Gene Expression
Iqgap1,Gene Expression
Gm44649,Gene Expression
Zscan2,Gene Expression
Wdr73,Gene Expression
Nmb,Gene Expression
Sec11a,Gene Expression
Gm44899,Gene Expression
Zfp592,Gene Expression
Alpk3,Gene Expression
Slc28a1,Gene Expression
Gm44968,Gene Expression
Pde8a,Gene Expression
Rps17,Gene Expression
Cpeb1,Gene Expression
Ap3b2,Gene Expression
BC048679,Gene Expression
2900076A07Rik,Gene Expression
Fsd2,Gene Expression
Whamm,Gene Expression
Homer2,Gene Expression
Gm44570,Gene Expression
Fam103a1,Gene Expression
3110040N11Rik,Gene Expression
Gm45016,Gene Expression
Btbd1,Gene Expression
Gm10160,Gene Expression
Tm6sf1,Gene Expression
Gm45014,Gene Expression
Hdgfl3,Gene Expression
Bnc1,Gene Expression
Gm20744,Gene Expression
Gm45056,Gene Expression
Gm32850,Gene Expression
Gm45090,Gene Expression
Sh3gl3,Gene Expression
Adamtsl3,Gene Expression
Saxo2,Gene Expression
Efl1,Gene Expression
4933406J10Rik,Gene Expression
1700010L04Rik,Gene Expression
Gm36584,Gene Expression
Mex3b,Gene Expression
4933430H16Rik,Gene Expression
A530021J07Rik,Gene Expression
5930435M05Rik,Gene Expression
Gm44724,Gene Expression
Gm44991,Gene Expression
Gm10610,Gene Expression
Tmc3,Gene Expression
Gm16638,Gene Expression
Stard5,Gene Expression
Il16,Gene Expression
2310044K18Rik,Gene Expression
Cfap161,Gene Expression
Gm44993,Gene Expression
Gm39043,Gene Expression
Tlnrd1,Gene Expression
Mesd,Gene Expression
Cemip,Gene Expression
Abhd17c,Gene Expression
Gm44827,Gene Expression
Arnt2,Gene Expression
Gm30873,Gene Expression
Gm44933,Gene Expression
Gm45175,Gene Expression
Gm2115,Gene Expression
Fah,Gene Expression
Zfand6,Gene Expression
2610206C17Rik,Gene Expression
Olfr291,Gene Expression
Olfr290,Gene Expression
Olfr290-1,Gene Expression
Vmn2r65,Gene Expression
Vmn2r66,Gene Expression
Vmn2r67,Gene Expression
Vmn2r68,Gene Expression
Vmn2r69,Gene Expression
Vmn2r70,Gene Expression
Vmn2r71,Gene Expression
Vmn2r72,Gene Expression
Vmn2r73,Gene Expression
Vmn2r74,Gene Expression
Vmn2r75,Gene Expression
Vmn2r76,Gene Expression
Olfr310,Gene Expression
Olfr309,Gene Expression
Olfr308,Gene Expression
Olfr307,Gene Expression
Olfr305,Gene Expression
Olfr304,Gene Expression
Olfr303,Gene Expression
Olfr301,Gene Expression
Olfr299,Gene Expression
Olfr298,Gene Expression
Olfr297,Gene Expression
Olfr295,Gene Expression
Olfr294,Gene Expression
Olfr293,Gene Expression
Olfr292,Gene Expression
Folh1,Gene Expression
Vmn2r77,Gene Expression
Vmn2r78,Gene Expression
Vmn2r79,Gene Expression
Nox4,Gene Expression
Tyr,Gene Expression
Grm5,Gene Expression
Ctsc,Gene Expression
Gm26522,Gene Expression
Gm44751,Gene Expression
Rab38,Gene Expression
Gm45144,Gene Expression
Tmem135,Gene Expression
Gm44995,Gene Expression
Fzd4,Gene Expression
AI314278,Gene Expression
Prss23,Gene Expression
Prss23os,Gene Expression
Gm45064,Gene Expression
A230065N10Rik,Gene Expression
Me3,Gene Expression
Ccdc81,Gene Expression
Hikeshi,Gene Expression
Eed,Gene Expression
Picalm,Gene Expression
Ccdc83,Gene Expression
Sytl2,Gene Expression
Ccdc89,Gene Expression
Crebzf,Gene Expression
Tmem126a,Gene Expression
Tmem126b,Gene Expression
Dlg2,Gene Expression
Gm45159,Gene Expression
4930567K12Rik,Gene Expression
Ccdc90b,Gene Expression
Ankrd42,Gene Expression
Gm26944,Gene Expression
Pcf11,Gene Expression
Gm26981,Gene Expression
Rab30,Gene Expression
Ddias,Gene Expression
Prcp,Gene Expression
Gm9934,Gene Expression
Fam181b,Gene Expression
Gm44947,Gene Expression
Gm45037,Gene Expression
Gm32647,Gene Expression
Gm44601,Gene Expression
Tenm4,Gene Expression
Gm15412,Gene Expression
Gm15414,Gene Expression
Gm15413,Gene Expression
Gm15416,Gene Expression
Gm44633,Gene Expression
Nars2,Gene Expression
Gab2,Gene Expression
Usp35,Gene Expression
Kctd21,Gene Expression
Alg8,Gene Expression
Ndufc2,Gene Expression
Thrsp,Gene Expression
Kctd14,Gene Expression
Ints4,Gene Expression
Aamdc,Gene Expression
Rsf1,Gene Expression
Rsf1os1,Gene Expression
Rsf1os2,Gene Expression
Clns1a,Gene Expression
Aqp11,Gene Expression
Pak1,Gene Expression
Gdpd4,Gene Expression
Myo7a,Gene Expression
Capn5,Gene Expression
Omp,Gene Expression
B3gnt6,Gene Expression
Acer3,Gene Expression
Tsku,Gene Expression
Gm44507,Gene Expression
Gucy2d,Gene Expression
Lrrc32,Gene Expression
A630091E08Rik,Gene Expression
Emsy,Gene Expression
Thap12,Gene Expression
Gm19656,Gene Expression
Gm44934,Gene Expression
Wnt11,Gene Expression
Uvrag,Gene Expression
Gm45188,Gene Expression
Gm45187,Gene Expression
Dgat2,Gene Expression
Gm45012,Gene Expression
Mogat2,Gene Expression
Gm26705,Gene Expression
Map6,Gene Expression
Serpinh1,Gene Expression
Gdpd5,Gene Expression
Klhl35,Gene Expression
Rps3,Gene Expression
Arrb1,Gene Expression
Tpbgl,Gene Expression
Gm10605,Gene Expression
Slco2b1,Gene Expression
Gm15635,Gene Expression
Gm34280,Gene Expression
Olfr520,Gene Expression
Olfr521,Gene Expression
F730035P03Rik,Gene Expression
Neu3,Gene Expression
Spcs2,Gene Expression
Xrra1,Gene Expression
Gm38405,Gene Expression
Rnf169,Gene Expression
Chrdl2,Gene Expression
Pold3,Gene Expression
Lipt2,Gene Expression
Gm34821,Gene Expression
Kcne3,Gene Expression
Pgm2l1,Gene Expression
P4ha3,Gene Expression
Ppme1,Gene Expression
C2cd3,Gene Expression
Gm10603,Gene Expression
Ucp3,Gene Expression
Ucp2,Gene Expression
Dnajb13,Gene Expression
Coa4,Gene Expression
Gm39059,Gene Expression
Mrpl48,Gene Expression
Rab6a,Gene Expression
Plekhb1,Gene Expression
Gm35082,Gene Expression
Fam168a,Gene Expression
Relt,Gene Expression
Arhgef17,Gene Expression
P2ry6,Gene Expression
P2ry2,Gene Expression
Fchsd2,Gene Expression
Atg16l2,Gene Expression
Stard10,Gene Expression
Gm20476,Gene Expression
Gm45620,Gene Expression
Arap1,Gene Expression
Gm45837,Gene Expression
Pde2a,Gene Expression
Gm35363,Gene Expression
Art2b,Gene Expression
Clpb,Gene Expression
Phox2a,Gene Expression
Inppl1,Gene Expression
Gm10602,Gene Expression
Folr2,Gene Expression
Folr1,Gene Expression
Anapc15,Gene Expression
Tomt,Gene Expression
Lamtor1,Gene Expression
Lrrc51,Gene Expression
Numa1,Gene Expression
Il18bp,Gene Expression
Rnf121,Gene Expression
Xndc1,Gene Expression
Xntrpc,Gene Expression
Trpc2,Gene Expression
Art5,Gene Expression
Art1,Gene Expression
Chrna10,Gene Expression
Nup98,Gene Expression
Pgap2,Gene Expression
Rhog,Gene Expression
Stim1,Gene Expression
Rrm1,Gene Expression
Olfr543,Gene Expression
Olfr544,Gene Expression
Olfr545,Gene Expression
Olfr547,Gene Expression
Olfr548-ps1,Gene Expression
Olfr549,Gene Expression
Trim21,Gene Expression
Olfr550,Gene Expression
Olfr551,Gene Expression
Olfr552,Gene Expression
Olfr553,Gene Expression
Olfr554,Gene Expression
Olfr555,Gene Expression
Olfr556,Gene Expression
Trim68,Gene Expression
Olfr557,Gene Expression
Olfr558,Gene Expression
Olfr33,Gene Expression
Olfr559,Gene Expression
Olfr78,Gene Expression
Olfr560,Gene Expression
Olfr561,Gene Expression
Olfr564,Gene Expression
Olfr566,Gene Expression
Olfr568,Gene Expression
Olfr569,Gene Expression
Olfr570,Gene Expression
Olfr571,Gene Expression
Olfr572,Gene Expression
Olfr573-ps1,Gene Expression
Olfr574,Gene Expression
Olfr575,Gene Expression
Olfr576,Gene Expression
Olfr577,Gene Expression
Olfr578,Gene Expression
Olfr582,Gene Expression
Olfr583,Gene Expression
Olfr584,Gene Expression
Olfr585,Gene Expression
Olfr586,Gene Expression
Olfr588-ps1,Gene Expression
Olfr589,Gene Expression
Olfr591,Gene Expression
Olfr592,Gene Expression
Olfr593,Gene Expression
Olfr594,Gene Expression
Usp17ld,Gene Expression
Olfr596,Gene Expression
Olfr597,Gene Expression
Olfr598,Gene Expression
Olfr599,Gene Expression
Olfr600,Gene Expression
Olfr601,Gene Expression
Olfr603,Gene Expression
Usp17lc,Gene Expression
Olfr605,Gene Expression
Olfr606,Gene Expression
Olfr607,Gene Expression
Olfr608,Gene Expression
Olfr609,Gene Expression
Olfr610,Gene Expression
Olfr611,Gene Expression
Olfr612,Gene Expression
Olfr613,Gene Expression
Olfr615,Gene Expression
Olfr616,Gene Expression
Olfr617,Gene Expression
Olfr618,Gene Expression
Olfr619,Gene Expression
Olfr620,Gene Expression
Olfr622,Gene Expression
Olfr623,Gene Expression
Olfr624,Gene Expression
Olfr625-ps1,Gene Expression
Olfr243,Gene Expression
Olfr628,Gene Expression
Olfr629,Gene Expression
Olfr630,Gene Expression
Olfr69,Gene Expression
Olfr68,Gene Expression
Olfr67,Gene Expression
Hbb-bt,Gene Expression
Hbb-bs,Gene Expression
Hbb-bh2,Gene Expression
Hbb-bh1,Gene Expression
Hbb-y,Gene Expression
Olfr66,Gene Expression
Olfr64,Gene Expression
Olfr65,Gene Expression
Olfr631,Gene Expression
Olfr632,Gene Expression
Olfr633,Gene Expression
Olfr635,Gene Expression
Olfr638,Gene Expression
Olfr643,Gene Expression
Olfr639,Gene Expression
Olfr640,Gene Expression
Olfr641,Gene Expression
Olfr642,Gene Expression
4930516K23Rik,Gene Expression
Olfr644,Gene Expression
Olfr645,Gene Expression
Olfr646,Gene Expression
Ubqln5,Gene Expression
Ubqln3,Gene Expression
Ubqlnl,Gene Expression
Olfm5,Gene Expression
Olfr648,Gene Expression
Olfr649,Gene Expression
Trim6,Gene Expression
Trim34a,Gene Expression
Gm47248,Gene Expression
Trim5,Gene Expression
Trim12a,Gene Expression
Gm15133,Gene Expression
Trim34b,Gene Expression
Trim12c,Gene Expression
Trim30b,Gene Expression
Trim30c,Gene Expression
Trim30a,Gene Expression
Trim30d,Gene Expression
Olfr651,Gene Expression
Olfr652,Gene Expression
Olfr653,Gene Expression
Olfr654,Gene Expression
Olfr655,Gene Expression
Olfr656,Gene Expression
Olfr657,Gene Expression
Olfr658,Gene Expression
Olfr659,Gene Expression
Olfr661,Gene Expression
Usp17le,Gene Expression
Usp17lb,Gene Expression
Usp17la,Gene Expression
Gm45556,Gene Expression
Olfr665,Gene Expression
Olfr666,Gene Expression
Gm45272,Gene Expression
Olfr667,Gene Expression
Olfr668,Gene Expression
Olfr669,Gene Expression
Olfr670,Gene Expression
Olfr671,Gene Expression
Olfr672,Gene Expression
Olfr675,Gene Expression
Olfr676,Gene Expression
Olfr677,Gene Expression
Olfr678,Gene Expression
Gm45557,Gene Expression
Olfr679,Gene Expression
Olfr680-ps1,Gene Expression
Gm45558,Gene Expression
Olfr681,Gene Expression
Olfr683,Gene Expression
Olfr684,Gene Expression
Olfr685,Gene Expression
Olfr686,Gene Expression
Olfr688,Gene Expression
Olfr689,Gene Expression
Olfr690,Gene Expression
Olfr691,Gene Expression
Olfr692,Gene Expression
Fam160a2,Gene Expression
Gm5901,Gene Expression
Cnga4,Gene Expression
Cckbr,Gene Expression
Cavin3,Gene Expression
Smpd1,Gene Expression
Apbb1,Gene Expression
Hpx,Gene Expression
Trim3,Gene Expression
Arfip2,Gene Expression
Timm10b,Gene Expression
Gm45799,Gene Expression
Dnhd1,Gene Expression
Rrp8,Gene Expression
Ilk,Gene Expression
Taf10,Gene Expression
Tpp1,Gene Expression
Dchs1,Gene Expression
Mrpl17,Gene Expression
Gm4070,Gene Expression
Gm20663,Gene Expression
Gvin1,Gene Expression
Olfr693,Gene Expression
Olfr694,Gene Expression
Olfr695,Gene Expression
Olfr697,Gene Expression
Olfr698,Gene Expression
Olfr699,Gene Expression
Olfr700,Gene Expression
4930458B22Rik,Gene Expression
Olfr701,Gene Expression
Olfr702,Gene Expression
Olfr703,Gene Expression
Olfr704,Gene Expression
Olfr705,Gene Expression
Olfr706,Gene Expression
Olfr707,Gene Expression
Olfr1532-ps1,Gene Expression
Olfr709-ps1,Gene Expression
Olfr710,Gene Expression
Olfr6,Gene Expression
Olfr711,Gene Expression
Olfr2,Gene Expression
Olfr713,Gene Expression
Olfr714,Gene Expression
Olfr17,Gene Expression
Olfr715b,Gene Expression
Gm45868,Gene Expression
Olfr715,Gene Expression
Olfr716,Gene Expression
Nlrp14,Gene Expression
Rbmxl2,Gene Expression
Platr28,Gene Expression
Syt9,Gene Expression
Olfml1,Gene Expression
Gm44773,Gene Expression
Ppfibp2,Gene Expression
5330417H12Rik,Gene Expression
Cyb5r2,Gene Expression
Gm45040,Gene Expression
Ovch2,Gene Expression
Olfr467,Gene Expression
Olfr469,Gene Expression
Olfr470,Gene Expression
Olfr472,Gene Expression
Olfr473,Gene Expression
Olfr474,Gene Expression
Olfr476,Gene Expression
Olfr477,Gene Expression
Olfr478,Gene Expression
Olfr479,Gene Expression
Olfr480,Gene Expression
Olfr481,Gene Expression
Olfr482,Gene Expression
Olfr483,Gene Expression
Olfr484,Gene Expression
Olfr485,Gene Expression
Olfr486,Gene Expression
Olfr487,Gene Expression
Olfr488,Gene Expression
Olfr490,Gene Expression
Olfr491,Gene Expression
Olfr492,Gene Expression
Olfr493,Gene Expression
Olfr494,Gene Expression
Olfr495,Gene Expression
Olfr497,Gene Expression
Olfr498,Gene Expression
Olfr502,Gene Expression
Olfr503,Gene Expression
Olfr504,Gene Expression
Olfr506,Gene Expression
Olfr507,Gene Expression
Olfr508,Gene Expression
Olfr509,Gene Expression
Olfr510,Gene Expression
Olfr512,Gene Expression
Olfr513,Gene Expression
Olfr514,Gene Expression
Olfr516,Gene Expression
Olfr517,Gene Expression
Olfr518,Gene Expression
Olfr519,Gene Expression
Nlrp10,Gene Expression
Eif3f,Gene Expression
Tub,Gene Expression
Gm26599,Gene Expression
Ric3,Gene Expression
Lmo1,Gene Expression
Gm44781,Gene Expression
Gm45024,Gene Expression
Stk33,Gene Expression
1700095J03Rik,Gene Expression
Trim66,Gene Expression
Rpl27a,Gene Expression
St5,Gene Expression
Gm44864,Gene Expression
Akip1,Gene Expression
BC051019,Gene Expression
Ascl3,Gene Expression
Tmem9b,Gene Expression
Nrip3,Gene Expression
Scube2,Gene Expression
Dennd5a,Gene Expression
Tmem41b,Gene Expression
1600010M07Rik,Gene Expression
Ipo7,Gene Expression
Zfp143,Gene Expression
Wee1,Gene Expression
Swap70,Gene Expression
Gm45515,Gene Expression
Sbf2,Gene Expression
Gm28863,Gene Expression
Adm,Gene Expression
Gm21123,Gene Expression
Ampd3,Gene Expression
Rnf141,Gene Expression
Lyve1,Gene Expression
Mrvi1,Gene Expression
Gm16336,Gene Expression
Ctr9,Gene Expression
Eif4g2,Gene Expression
5430402P08Rik,Gene Expression
Galnt18,Gene Expression
Usp47,Gene Expression
Dkk3,Gene Expression
Mical2,Gene Expression
Gm49324,Gene Expression
Micalcl,Gene Expression
Parva,Gene Expression
Parvaos,Gene Expression
Tead1,Gene Expression
Rassf10,Gene Expression
Gm33586,Gene Expression
4930543E12Rik,Gene Expression
Arntl,Gene Expression
Gm45355,Gene Expression
Btbd10,Gene Expression
Pth,Gene Expression
Far1,Gene Expression
Far1os,Gene Expression
Gm5600,Gene Expression
Gm29507,Gene Expression
Spon1,Gene Expression
Rras2,Gene Expression
Gm45615,Gene Expression
Copb1,Gene Expression
Psma1,Gene Expression
4933406I18Rik,Gene Expression
Pde3b,Gene Expression
Cyp2r1,Gene Expression
Calca,Gene Expression
Calcb,Gene Expression
Insc,Gene Expression
Gm45017,Gene Expression
Gm45020,Gene Expression
A730082K24Rik,Gene Expression
Gm34225,Gene Expression
Sox6,Gene Expression
Gm45025,Gene Expression
Sox6os,Gene Expression
1110004F10Rik,Gene Expression
Gm4353,Gene Expression
Plekha7,Gene Expression
Rps13,Gene Expression
Gm44777,Gene Expression
Pik3c2a,Gene Expression
Nucb2,Gene Expression
Gm45151,Gene Expression
4732496C06Rik,Gene Expression
Gm39075,Gene Expression
Xylt1,Gene Expression
Rps15a,Gene Expression
Arl6ip1,Gene Expression
Smg1,Gene Expression
Gm45155,Gene Expression
Gm35309,Gene Expression
Syt17,Gene Expression
Itpripl2,Gene Expression
Coq7,Gene Expression
Tmc7,Gene Expression
B230311B06Rik,Gene Expression
Tmc5,Gene Expression
Gde1,Gene Expression
Ccp110,Gene Expression
9030624J02Rik,Gene Expression
Knop1,Gene Expression
Iqck,Gene Expression
Gm44763,Gene Expression
Gprc5b,Gene Expression
Gpr139,Gene Expression
Gp2,Gene Expression
Umod,Gene Expression
Gm44588,Gene Expression
Pdilt,Gene Expression
Acsm5,Gene Expression
Acsm2,Gene Expression
Gm39078,Gene Expression
Acsm1,Gene Expression
Gm19950,Gene Expression
Gm45792,Gene Expression
Acsm4,Gene Expression
Thumpd1,Gene Expression
Gm44866,Gene Expression
Acsm3,Gene Expression
Eri2,Gene Expression
Rexo5,Gene Expression
Dcun1d3,Gene Expression
Lyrm1,Gene Expression
Dnah3,Gene Expression
Tmem159,Gene Expression
Zp2,Gene Expression
4930505K13Rik,Gene Expression
Anks4b,Gene Expression
Crym,Gene Expression
Abca14,Gene Expression
Abca15,Gene Expression
Abca16,Gene Expression
Gm32916,Gene Expression
Uqcrc2,Gene Expression
Pdzd9,Gene Expression
4930588G17Rik,Gene Expression
Mosmo,Gene Expression
Vwa3a,Gene Expression
Gm5737,Gene Expression
Eef2k,Gene Expression
Gm15774,Gene Expression
Polr3e,Gene Expression
Cdr2,Gene Expression
Mfsd13b,Gene Expression
Mettl9,Gene Expression
Igsf6,Gene Expression
Otoa,Gene Expression
Gm45079,Gene Expression
Gm36736,Gene Expression
Hs3st2,Gene Expression
4933432K03Rik,Gene Expression
1700025J12Rik,Gene Expression
Usp31,Gene Expression
1700069B07Rik,Gene Expression
Scnn1g,Gene Expression
Scnn1b,Gene Expression
Cog7,Gene Expression
Gm44987,Gene Expression
Gga2,Gene Expression
Ears2,Gene Expression
Ubfd1,Gene Expression
Ndufab1,Gene Expression
Palb2,Gene Expression
Dctn5,Gene Expression
Gm15489,Gene Expression
Plk1,Gene Expression
Ern2,Gene Expression
Chp2,Gene Expression
Prkcb,Gene Expression
Cacng3,Gene Expression
Rbbp6,Gene Expression
Gm45846,Gene Expression
Gm45847,Gene Expression
Tnrc6a,Gene Expression
Slc5a11,Gene Expression
Arhgap17,Gene Expression
